x1,x2
1.0,1.0
0.9977926450759605,0.9983224184469451
0.9955890565717562,0.9966829731532469
0.9933893683216509,0.9950813229362011
0.991193710058208,0.993517128610619
0.9890022075484488,0.9919900530165193
0.9868149827261371,0.9904997610444741
0.9846321538202805,0.9890459196587086
0.9824538354799404,0.9876281979180441
0.9802801388954394,0.9862462669947771
0.9781111719160529,0.9848998001915789
0.9759470391642714,0.9835884729564996
0.9737878421467193,0.9823119628961596
0.9716336793618116,0.9810699497872024
0.9694846464042304,0.9798621155860876
0.9673408360663023,0.9786881444372942
0.965202338436354,0.9775477226800059
0.9630692409941226,0.9764405388533435
0.9609416287032982,0.9753662837002121
0.9588195841012693,0.9743246501698236
0.9567031873861458,0.973315333418956
0.954592516501129,0.9723380308120075
0.9524876472162984,0.9713924419199012
0.9503886532078822,0.9704782685178943
0.9482956061350781,0.9695952145823454
0.9462085757144892,0.9687429862864873
0.9441276297922375,0.9679212919952556
0.9420528344138168,0.9671298422592196
0.939984253891746,0.9663683498076588
0.9379219508710808,0.9656365295408296
0.9358659863928412,0.964934098521462
0.9338164199554116,0.9642607759655285
0.9317733095739669,0.9636162832323213
0.9297367118379792,0.9630003438138754
0.9277066819668567,0.9624126833237742
0.9256832738637644,0.96185302948537
0.9236665401676781,0.9613211121194538
0.9216565323037184,0.9608166631314046
0.9196533005318113,0.9603394164978495
0.9176568939937231,0.9598891082528636
0.9156673607585123,0.959465476473737
0.9136847478664424,0.9590682612663373
0.9117091013713986,0.958697204750091
0.909740466381849,0.958352051042612
0.90777888710039,0.9580325462439979
0.9058244068619161,0.9577384384208188
0.9038770681704512,0.9574694775898205
0.9019369127346784,0.9572254157013617
0.9000039815022048,0.957006006622608
0.8980783146925967,0.9568110061205002
0.8961599518292171,0.9566401718445151
0.8942489317699022,0.9564932633092396
0.8923452927365056,0.9563700418767715
0.8904490723433448,0.956270270738967
0.8885603076245775,0.9561937148995474
0.8866790350605399,0.9561401411560829
0.8848052906030747,0.956109318081866
0.8829391096998765,0.9561010160076903
0.8810805273178838,0.956115007003545
0.879229577965741,0.9561510648602423
0.8773862957153599,0.9562089650709849
0.8755507142226028,0.9562884848128895
0.8737228667471134,0.9563894029284754
0.8719027861713187,0.956511499907128
0.8700905050186242,0.9566545578665507
0.8682860554708265,0.9568183605342117
0.8664894693847638,0.9570026932287964
0.8647007783082253,0.9572073428416754
0.862920013495142,0.9574320978183943
0.8611472059200759,0.9576767481401958
0.85938238629203,0.9579410853055804
0.8576255850675965,0.9582249023119145
0.8558768324634612,0.9585279936370911
0.8541361584682838,0.9588501552212524
0.8524035928539692,0.9591911844485785
0.8506791651863481,0.9595508801291505
0.8489629048352836,0.9599290424808914
0.8472548409842181,0.9603254731115936
0.8455550026391783,0.9607399750010355
0.8438634186372505,0.9611723524831943
0.8421801176545441,0.961622411228559
0.8405051282136554,0.9620899582265476
0.8388384786906451,0.9625748017680358
0.8371801973215451,0.963076751427997
0.8355303122084065,0.9635956180482621
0.8338888513249003,0.9641312137203994
0.8322558425214862,0.964683351768721
0.830631313530158,0.9652518467334165
0.8290152919687802,0.9658365143538201
0.8274078053450259,0.9664371715518123
0.825808881059926,0.9670536364153588
0.8242185464110436,0.9676857281821917
0.8226368285952803,0.9683332672236337
0.8210637547113274,0.9689960750285682
0.8194993517617706,0.9696739741875582
0.8179436466548583,0.970366788377116
0.8163966662059425,0.9710743423441258
0.8148584371386018,0.9717964618904213
0.8133289860854553,0.9725329738575205
0.8118083395886758,0.9732837061115184
0.8102965241002111,0.9740484875281415
0.8087935659817219,0.9748271479779638
0.8072994915042427,0.9756195183117854
0.8058143268475758,0.9764254303461782
0.8043380980994242,0.9772447168491969
0.8028708312542716,0.9780772115262573
0.8014125522120162,0.9789227490061848
0.7999632867763666,0.979781164827432
0.7985230606530043,0.9806522954244682
0.797091899447522,0.9815359781143401
0.7956698286631427,0.9824320510834067
0.7942568736982264,0.9833403533742473
0.7928530598435702,0.9842607248727449
0.7914584122795093,0.9851930062953449
0.790072956072822,0.98613703917649
0.7886967161734482,0.9870926658562321
0.7873297174110233,0.9880597294680221
0.7859719844912362,0.9890380739266773
0.7846235419920143,0.9900275439165277
0.7832844143595425,0.9910279848797418
0.7819546259041203,0.992039243004831
0.7806342007958629,0.9930611652153359
0.77932316306025,0.9940935991586908
0.7780215365735288,0.9951363931952701
0.7767293450579749,0.9961893963876165
0.7754466120770148,0.9972524584898487
0.7741733610302175,0.9983254299372525
0.7729096151481559,0.9994081618360526
0.7716553974871456,1.0005005059533674
0.7704107309238634,1.0016023147073445
0.7691756381498505,1.0027134411574807
0.7679501416659045,1.0038337389951228
0.766734263776364,1.004963062534152
0.76552802658329,1.00610126670185
0.7643314519805477,1.00724820702995
0.7631445616477934,1.0084037396458672
0.7619673770443689,1.0095677212641159
0.7607999194031085,1.0107400091779069
0.7596422097240619,1.0119204612509285
0.7584942687681356,1.013108935909311
0.757356117050658,1.0143052921337736
0.7562277748348701,1.0155093894519536
0.7551092621253472,1.0167210879309192
0.7540005986613529,1.0179402481698647
0.75290180391013,1.0191667312929882
0.7518128970601317,1.0204003989425514
0.7507338970141961,1.0216411132721228
0.7496648223826671,1.022888736940002
0.7486056914764646,1.0241431331028263
0.7475565223001088,1.0254041654093606
0.7465173325446999,1.0266716979944666
0.7454881395808568,1.0279455954732557
0.7444689604516188,1.0292257229354227
0.7434598118653124,1.0305119459397596
0.7424607101883864,1.0318041305088521
0.7414716714382187,1.0331021431239555
0.740492711275897,1.034405850720052
0.7395238449989779,1.0357151206810866
0.7385650875342255,1.0370298208353854
0.7376164534303329,1.0383498194512513
0.7366779568506313,1.0396749852327405
0.7357496115657868,1.0410051873156172
0.7348314309464892,1.0423402952634873
0.7339234279561363,1.0436801790641106
0.7330256151435153,1.0450247091258908
0.7321380046354842,1.0463737562745434
0.7312606081296571,1.0477271917499404
0.7303934368870949,1.049084887203132
0.7295365017250051,1.0504467146935452
0.7286898130094527,1.051812546686358
0.727853380648086,1.0531822560500483
0.7270272140828786,1.0545557160541204
0.7262113222828916,1.0559328003670025
0.7254057137370584,1.0573133830541215
0.724610396446994,1.0586973385761493
0.7238253779198327,1.0600845417874232
0.7230506651610965,1.0614748679345378
0.722286264667596,1.0628681926551098
0.7215321824203682,1.0642643919767134
0.7207884238776517,1.0656633423159863
0.7200549939679045,1.0670649204779057
0.7193318970828647,1.0684690036552338
0.7186191370706582,1.0698754694281318
0.7179167172289554,1.0712841957639418
0.7172246402981804,1.0726950610171355
0.7165429084547739,1.0741079439294299
0.7158715233045131,1.0755227236300677
0.7152104858758926,1.076939279636264
0.7145597966135666,1.0783574918538146
0.713919455371856,1.0797772405778692
0.7132894614083236,1.0811984064938662
0.7126698133774194,1.0826208706786287
0.7120605093241985,1.08404451460162
0.7114615466781142,1.0854692201263596
0.7108729222468895,1.086894869511997
0.7102946322104685,1.088321345415042
0.7097266721150516,1.0897485308912516
0.7091690368672153,1.091176309397672
0.7086217207281212,1.092604564794835
0.7080847173078149,1.094033181349105
0.7075580195596184,1.09546204373518
0.7070416197746187,1.0968910370387408
0.7065355095762534,1.0983200467592502
0.7060396799149987,1.0997489588129
0.7055541210631587,1.1011776595357023
0.7050788226097623,1.1026060356867289
0.7046137734555666,1.1040339744514904
0.7041589618081724,1.1054613634454606
0.7037143751772509,1.1068880907177392
0.7032800003698879,1.1083140447548534
0.7028558234860443,1.1097391144846989
0.702441829914137,1.1111631892806138
0.7020380043267432,1.1125861589655883
0.7016443306764294,1.1140079138166066
0.7012607921917065,1.1154283445691184
0.7008873713731159,1.116847342421641
0.7005240499894472,1.1182647990404853
0.7001708090740894,1.1196806065646108
0.6998276289215188,1.121094657610601
0.6994944890839262,1.12250684527776
0.6991713683679834,1.123917063153331
0.6988582448317545,1.125325205317829
0.6985550957817507,1.12673116635049
0.6982618977701334,1.1281348413348329
0.6979786265920663,1.129536125864333
0.697705257283219,1.1309349160482036
0.6974417641174234,1.1323311085172827
0.6971881206044871,1.1337246004300263
0.6969442994881623,1.1351152894786016
0.6967102727442752,1.1365030738950803
0.6964860115790168,1.1378878524577278
0.6962714864273959,1.139269524497389
0.6960666669518575,1.1406479899039634
0.6958715220410683,1.1420231491329718
0.69568601980887,1.1433949032122084
0.695510127593403,1.144763153748478
0.6953438119564023,1.1461278029344129
0.6951870386826658,1.1474887535553715
0.6950397727796993,1.1488459089964098
0.6949019784775361,1.150199173249328
0.6947736192287362,1.151548450919786
0.6946546577085638,1.152893647234488
0.6945450558153471,1.1542346680484294
0.6944447746710181,1.1555714198522073
0.6943537746218379,1.1569038097793878
0.6942720152393057,1.1582317456139293
0.6941994553212537,1.1595551357976583
0.6941360528931291,1.1608738894377946
0.6940817652094639,1.1621879163145212
0.6940365487555339,1.1634971268885985
0.694000359249208,1.164801432309017
0.6939731516429873,1.166100744420687
0.6939548801262372,1.1673949757721604
0.6939454981276104,1.1686840396233835
0.6939449583176647,1.1699678499534745
0.6939532126116726,1.1712463214685245
0.6939702121726272,1.172519369609418
0.6939959074144411,1.1737869105596699
0.6940302480053412,1.175048861253273
0.6940731828714596,1.1763051393825568
0.6941246602006194,1.17755566340605
0.6941846274463168,1.1788003525563453
0.6942530313319,1.180039126847963
0.6943298178549429,1.1812719070852082
0.6944149322918166,1.1824986148700192
0.6945083192024565,1.1837191726098035
0.6946099224353243,1.184933503525258
0.6947196851325677,1.1861415316581676
0.6948375497353736,1.187343181879181
0.6949634579895176,1.1885383798955593
0.6950973509511078,1.189727052258892
0.6952391689925218,1.1909091263727802
0.6953888518085382,1.1920845305004788
